is_canceled,lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,stays_in_nights,prt
0,1,1,4,26,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,1,1,1
0,2,1,4,25,0,2,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,55.0,0,0,2,1
0,2,1,3,20,2,5,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,48.0,0,2,7,1
0,0,1,4,27,1,2,2,0,1,Direct,TA/TO,1,0,0,4,4,0,0,Transient,70.0,0,2,3,1
0,0,1,4,26,0,1,2,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient,65.0,0,0,1,1
0,9,1,3,21,2,4,1,0,2,Online TA,TA/TO,0,0,0,0,0,1,0,Transient,47.4,0,0,6,1
0,2,1,4,26,0,1,1,0,1,Direct,Direct,0,0,0,0,3,1,0,Transient,35.6,1,0,1,1
0,0,1,4,26,0,1,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,45.0,0,0,1,0
0,4,1,3,21,2,5,1,0,3,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,53.0,0,0,7,0
0,43,1,3,21,2,5,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,33.6,0,1,7,1
0,14,1,4,25,0,3,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,34.4,0,0,3,0
0,0,1,4,27,0,1,1,0,1,Direct,Direct,0,0,0,0,0,1,0,Transient,48.0,0,0,1,1
0,0,1,4,27,0,1,2,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient,76.0,0,0,1,1
0,23,1,4,23,1,4,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,42.11,1,1,5,0
0,5,1,4,26,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,48.0,0,0,2,1
0,132,1,4,25,0,3,2,0,1,Online TA,TA/TO,0,0,0,4,5,0,0,Transient,57.74,0,1,3,0
0,5,1,4,26,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,48.0,0,1,2,1
0,51,1,3,21,2,5,2,0,2,Online TA,TA/TO,0,0,0,5,5,0,0,Transient,68.92,0,1,7,0
0,3,1,4,26,0,2,2,0,1,Direct,Direct,0,0,0,0,3,1,0,Transient,40.5,0,0,2,1
0,27,1,4,25,0,3,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,34.0,0,1,3,0
0,6,1,2,14,4,10,1,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,58.0,0,1,14,0
0,3,1,3,21,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,30.0,0,0,7,0
0,0,1,4,27,0,1,2,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient,73.0,0,0,1,1
0,56,1,4,25,0,3,2,0,1,Direct,Direct,0,0,0,5,5,2,0,Transient,79.67,0,0,3,0
0,0,1,4,26,0,2,2,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient,72.0,1,0,2,0
0,6,1,4,22,2,4,2,0,2,Direct,Direct,0,0,0,5,5,0,0,Transient,108.0,1,0,6,0
0,1,1,4,25,0,3,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,31.45,0,1,3,0
0,0,1,4,27,0,1,1,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient-Party,76.0,0,1,1,1
0,11,1,4,28,0,0,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,4,1,0,Transient,0.0,0,0,0,1
0,3,1,4,27,0,1,2,0,1,Direct,Direct,0,0,0,0,4,0,0,Transient,45.0,0,1,1,1
0,4,1,3,18,2,9,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,45.82,0,0,11,0
0,2,1,4,26,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,35.11,0,1,3,0
0,48,1,4,26,0,3,3,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,49.9,0,1,3,0
0,17,1,4,26,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,48.0,0,1,3,0
0,0,1,4,27,0,2,1,0,1,Direct,Direct,0,0,0,0,0,2,0,Transient-Party,48.0,0,0,2,0
0,5,1,4,27,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,48.0,0,1,2,0
0,121,1,4,22,2,5,2,0,2,Groups,TA/TO,0,0,0,3,3,0,0,Transient-Party,66.8,0,0,7,0
0,4,1,4,28,0,1,2,0,1,Direct,Direct,0,0,0,3,4,0,0,Transient,55.0,1,1,1,1
0,4,1,4,27,0,2,2,0,1,Direct,Direct,0,0,0,5,5,0,0,Transient,70.0,0,1,2,1
0,24,1,4,27,0,2,2,0,2,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,78.0,0,1,2,0
0,1,1,4,27,0,2,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,41.0,1,0,2,0
0,21,1,4,26,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient-Party,55.0,1,1,3,0
0,21,1,4,26,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient-Party,48.0,0,1,3,0
0,5,1,4,26,0,3,2,0,1,Direct,Direct,0,0,0,0,2,1,0,Transient-Party,53.33,0,1,3,1
0,4,1,4,28,0,1,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,55.0,1,1,1,1
0,7,1,4,27,0,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,56.0,1,1,2,0
0,1,1,5,29,1,0,2,0,1,Direct,TA/TO,0,0,0,0,3,0,0,Transient,64.0,1,1,1,0
0,4,1,4,28,0,1,3,0,1,Direct,Direct,0,0,0,3,3,1,0,Transient,95.0,1,1,1,1
0,17,1,4,28,0,1,2,0,1,Groups,Corporate,0,0,0,0,0,0,0,Transient-Party,36.0,0,0,1,1
0,4,1,4,28,0,1,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,55.0,1,1,1,1
0,112,1,4,26,0,3,2,0,1,Direct,Direct,0,0,0,0,3,0,0,Transient,36.96,0,1,3,0
0,0,1,4,28,0,1,1,0,1,Direct,Direct,0,0,0,0,1,0,0,Transient,32.0,0,0,1,1
0,1,1,4,28,0,1,2,0,2,Direct,Direct,0,0,0,5,5,1,0,Transient-Party,110.0,0,1,1,0
0,121,1,4,22,2,5,2,0,2,Groups,TA/TO,0,0,0,3,3,0,0,Transient-Party,66.8,0,0,7,0
0,121,1,4,22,2,5,2,0,2,Groups,TA/TO,0,0,0,3,3,0,0,Transient-Party,66.8,0,0,7,0
0,0,1,4,27,0,2,2,0,1,Direct,Direct,0,0,0,7,7,0,0,Transient,105.0,1,0,2,0
0,15,1,4,28,0,1,2,0,1,Direct,Direct,0,0,0,0,3,0,0,Transient,44.0,0,1,1,1
0,121,1,4,25,0,4,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,37.8,0,1,4,0
0,121,1,4,22,2,5,2,0,2,Groups,TA/TO,0,0,0,4,4,0,0,Transient-Party,72.0,0,0,7,0
0,1,1,4,28,0,1,2,0,2,Direct,Direct,0,0,0,5,5,2,0,Transient,110.0,0,1,1,0
0,17,1,4,27,0,2,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,3,0,0,Contract,51.0,1,0,2,0
0,58,1,4,26,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,42.0,0,2,3,0
0,16,1,4,28,0,1,3,0,2,Online TA,TA/TO,0,0,0,7,7,0,0,Transient,141.0,1,1,1,0
0,1,1,4,28,0,1,2,0,2,Direct,Direct,0,0,0,5,5,1,0,Transient-Party,78.0,0,1,1,0
0,35,1,4,25,0,4,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,35.11,0,1,4,1
0,2,1,4,28,0,1,2,0,2,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,88.0,0,1,1,1
0,88,1,4,22,2,5,2,0,2,Groups,TA/TO,0,0,0,3,3,0,0,Transient-Party,66.8,0,0,7,0
0,125,1,4,22,2,5,2,0,2,Groups,TA/TO,0,0,0,4,4,1,4,Transient-Party,72.0,0,0,7,0
0,1,1,4,27,0,2,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,70.0,1,1,2,1
0,0,1,4,26,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,53.33,0,0,3,0
0,121,1,4,22,2,5,1,0,2,Groups,TA/TO,0,0,0,0,0,1,0,Transient,43.4,0,0,7,0
0,121,1,4,22,2,5,1,0,2,Groups,TA/TO,0,0,0,0,0,1,0,Transient,41.4,0,0,7,0
0,24,1,4,26,0,3,2,0,2,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,78.0,0,1,3,0
0,1,1,4,28,0,1,3,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,64.75,1,0,1,1
0,17,1,4,28,0,1,2,0,1,Groups,Corporate,0,0,0,0,0,0,0,Transient-Party,36.0,0,0,1,1
0,18,1,4,26,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient-Party,48.0,0,2,3,0
0,0,1,5,29,1,0,2,0,1,Direct,TA/TO,1,0,0,0,0,0,0,Transient-Party,45.0,0,2,1,0
0,2,1,4,28,0,1,2,0,1,Groups,Corporate,0,0,0,0,0,0,0,Transient-Party,36.0,0,0,1,1
0,3,1,4,28,0,1,2,0,1,Groups,Corporate,0,0,0,0,0,0,0,Transient-Party,36.0,0,0,1,1
0,26,1,4,28,0,1,2,0,2,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,88.0,1,1,1,0
0,0,1,4,27,0,2,2,0,1,Direct,Direct,0,0,0,0,0,1,0,Transient-Party,53.0,0,0,2,0
0,0,1,5,29,1,0,2,0,1,Direct,Direct,1,0,0,0,0,0,0,Transient-Party,45.0,0,0,1,0
0,16,1,4,27,0,2,2,0,1,Groups,Corporate,0,0,0,0,0,2,0,Transient-Party,36.0,0,1,2,1
0,18,1,4,26,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient-Party,48.0,0,2,3,0
0,0,1,5,29,1,0,2,0,1,Direct,TA/TO,1,0,0,0,0,0,0,Transient-Party,45.0,0,2,1,0
0,18,1,4,26,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient-Party,48.0,0,2,3,0
0,0,1,5,29,1,0,2,0,1,Direct,TA/TO,1,0,0,0,0,0,0,Transient-Party,45.0,0,2,1,0
0,28,1,4,27,0,2,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,3,1,0,Transient,34.0,0,0,2,1
0,18,1,4,26,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient-Party,48.0,0,2,3,0
0,0,1,5,29,1,0,2,0,1,Direct,TA/TO,1,0,0,0,0,0,0,Transient-Party,45.0,0,2,1,0
0,0,1,4,28,0,1,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,53.0,0,0,1,1
0,2,1,4,27,0,2,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,2,0,0,Transient,41.0,1,1,2,1
0,18,1,4,26,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient-Party,48.0,0,2,3,0
0,9,1,4,28,0,1,2,0,1,Online TA,TA/TO,0,0,0,3,4,0,0,Transient,78.0,0,0,1,0
0,48,1,4,26,0,3,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,29.11,0,1,3,0
0,5,1,4,26,0,3,2,0,1,Direct,Direct,0,0,0,0,3,0,0,Transient-Party,45.0,0,1,3,1
0,9,1,4,27,0,2,2,0,1,Direct,Direct,0,0,0,3,3,0,0,Transient,55.0,0,0,2,0
0,4,1,4,27,0,2,2,0,2,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,97.0,1,1,2,1
0,24,1,4,28,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,4,1,0,Transient,48.0,0,2,1,0
0,0,1,4,28,0,1,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,76.0,0,0,1,1
0,4,1,4,27,0,2,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,68.0,0,3,2,1
0,17,1,4,28,0,1,2,0,1,Groups,Corporate,0,0,0,0,2,0,0,Transient-Party,51.0,0,0,1,1
0,17,1,4,28,0,1,2,0,1,Groups,Corporate,0,0,0,0,0,0,0,Transient-Party,36.0,0,0,1,1
0,17,1,4,28,0,1,2,0,1,Groups,Corporate,0,0,0,0,2,0,0,Transient-Party,36.0,0,0,1,1
0,0,1,4,27,0,2,2,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient-Party,106.5,2,0,2,0
0,0,1,5,29,1,0,2,0,1,Direct,TA/TO,1,0,0,6,6,0,0,Transient-Party,85.0,2,0,1,0
0,56,1,3,16,4,10,2,0,2,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,60.0,0,0,14,0
0,17,1,4,23,2,5,1,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,75.0,1,0,7,0
0,15,1,4,26,1,3,2,0,1,Online TA,TA/TO,0,0,0,5,5,0,0,Transient,55.4,0,1,4,0
0,20,1,3,19,3,8,2,0,2,Offline TA/TO,TA/TO,0,0,0,4,5,1,0,Transient,91.76,0,1,11,0
0,3,1,4,27,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,35.11,0,1,3,1
0,0,1,5,29,1,0,1,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient,65.0,0,0,1,1
0,11,1,4,27,1,2,1,0,1,Groups,Corporate,0,0,0,0,0,3,0,Transient-Party,35.0,0,0,3,1
0,43,1,4,27,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient-Party,48.0,0,1,3,0
0,16,1,4,27,1,2,2,0,1,Groups,Corporate,0,0,0,0,0,1,0,Transient-Party,40.0,0,0,3,0
0,16,1,4,27,1,2,1,0,1,Groups,Corporate,0,0,0,0,0,1,0,Transient-Party,35.0,0,0,3,1
0,3,1,4,27,1,2,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,31.45,0,1,3,1
0,3,1,4,27,1,2,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,31.45,0,1,3,1
0,0,1,4,26,1,3,1,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,30.0,0,0,4,1
0,16,1,4,27,1,2,2,0,1,Groups,Corporate,0,0,0,0,0,1,0,Transient-Party,40.0,0,0,3,1
0,16,1,4,27,1,2,1,0,1,Groups,Corporate,0,0,0,0,0,1,0,Transient-Party,35.0,0,0,3,0
0,74,1,4,24,1,5,2,0,2,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,99.0,1,2,6,0
0,2,1,5,30,1,0,2,0,2,Direct,TA/TO,0,0,0,4,4,0,0,Transient,92.0,1,2,1,0
0,46,1,4,27,1,2,2,0,1,Direct,Direct,0,0,0,0,3,0,0,Transient,44.0,0,1,3,0
0,16,1,4,27,1,2,1,0,1,Groups,Corporate,0,0,0,0,0,1,0,Transient,35.0,0,0,3,1
0,1,1,4,27,1,2,1,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient-Party,95.67,1,1,3,1
0,0,1,5,29,1,0,2,0,1,Direct,Direct,0,0,0,2,2,0,0,Transient,67.0,1,0,1,0
0,74,1,4,24,1,5,2,0,2,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,92.0,0,1,6,0
0,2,1,5,30,1,0,2,0,2,Direct,TA/TO,0,0,0,4,4,0,0,Transient,92.0,0,1,1,0
0,34,1,4,27,1,2,2,0,1,Direct,Direct,0,0,0,5,5,0,0,Transient,71.0,0,0,3,0
0,16,1,4,27,1,2,2,0,1,Groups,Corporate,0,0,0,0,0,1,0,Transient,40.0,0,0,3,0
0,43,1,4,27,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient-Party,48.0,0,1,3,0
0,14,1,4,28,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,48.0,0,1,2,0
0,7,1,4,27,1,2,1,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient-Party,43.0,0,1,3,0
0,63,1,4,23,2,5,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,43.71,0,2,7,0
0,16,1,4,27,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,4,1,0,Transient,68.0,0,1,3,0
0,4,1,4,27,1,2,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,43.0,0,3,3,0
0,0,1,5,30,1,3,1,0,1,Direct,Direct,1,0,0,0,0,3,0,Transient,43.0,0,0,4,0
0,1,2,5,3,13,32,1,0,1,Direct,Direct,1,0,1,0,3,2,0,Transient,42.11,0,3,45,0
0,3,1,4,28,1,1,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,72.0,0,1,2,0
0,3,1,4,27,1,2,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,31.45,0,1,3,0
0,3,1,4,27,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,35.11,0,1,3,0
0,3,1,4,27,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,35.11,0,1,3,1
0,3,1,4,27,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,35.11,0,1,3,0
0,4,1,4,27,1,2,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,43.0,0,2,3,0
0,0,1,5,30,1,3,1,0,1,Direct,TA/TO,1,0,0,0,0,3,0,Transient,43.0,0,2,4,0
0,18,1,4,27,1,2,2,0,1,Online TA,TA/TO,0,0,0,5,5,0,0,Transient,54.56,0,0,3,0
0,18,1,4,27,1,2,2,0,1,Online TA,TA/TO,0,0,0,5,5,0,0,Transient,52.56,0,0,3,0
0,1,1,4,27,1,2,2,1,1,Direct,Direct,0,0,0,7,7,1,0,Transient-Party,95.33,0,4,3,0
0,43,1,4,27,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient-Party,52.67,2,1,3,0
0,0,1,5,29,1,0,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient-Party,45.0,0,0,1,0
0,0,1,4,27,1,2,2,0,1,Direct,Direct,0,0,0,6,6,1,0,Transient-Party,93.0,0,0,3,1
0,0,1,5,30,1,0,2,0,1,Direct,Direct,1,0,0,0,0,0,0,Transient,57.0,0,0,1,1
0,43,1,4,27,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient-Party,48.0,0,1,3,0
0,0,1,4,27,1,2,2,1,1,Direct,Direct,0,0,0,6,6,2,0,Transient-Party,93.0,0,0,3,1
0,0,1,5,30,1,0,2,1,1,Direct,Direct,1,0,0,0,0,0,0,Transient,57.0,0,0,1,1
0,43,1,4,27,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient-Party,48.0,0,1,3,0
0,3,1,4,27,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,35.11,0,1,3,0
0,3,1,4,27,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,35.11,0,1,3,0
0,3,1,4,27,1,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,35.11,0,1,3,0
0,0,1,5,29,1,0,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient-Party,45.0,0,0,1,0
0,2,1,5,29,1,0,1,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient-Party,58.0,0,1,1,1
0,0,1,5,30,1,0,1,0,1,Direct,TA/TO,1,0,0,0,0,1,0,Transient,47.0,1,1,1,1
0,2,1,5,29,1,0,1,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient-Party,58.0,1,0,1,1
0,0,1,5,30,1,0,2,0,1,Direct,TA/TO,1,0,0,0,0,0,0,Transient,45.0,0,1,1,1
0,1,1,4,27,1,2,1,0,1,Online TA,TA/TO,0,0,0,6,6,0,0,Transient-Party,88.67,0,1,3,0
0,1,1,4,27,1,2,1,0,1,Direct,Direct,0,0,0,4,4,0,0,Transient-Party,70.33,0,1,3,0
0,0,1,5,29,1,0,2,0,1,Direct,TA/TO,0,0,0,0,0,0,0,Transient-Party,45.0,0,2,1,0
0,8,1,4,26,1,3,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient-Party,58.0,0,0,4,0
0,3,1,4,27,1,2,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,31.45,0,1,3,1
0,112,1,4,28,2,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,37.8,0,2,3,0
0,58,1,4,28,2,1,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,72.0,0,0,3,0
0,126,1,4,24,2,5,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,3,0,0,Transient,29.0,0,1,7,0
0,1,1,5,30,1,0,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,55.0,1,1,1,0
0,4,1,5,30,1,0,1,0,1,Corporate,Corporate,0,0,0,0,3,0,0,Transient,38.5,1,0,1,1
0,309,1,3,21,4,6,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,27.0,0,0,10,0
0,12,1,4,28,2,1,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,68.0,0,2,3,0
0,0,1,5,30,1,0,1,0,1,Corporate,Corporate,0,0,0,0,3,0,0,Transient,40.0,0,0,1,1
0,0,1,5,30,1,0,1,0,1,Corporate,Corporate,0,0,0,0,3,0,0,Transient,40.0,0,0,1,1
0,3,1,5,30,1,0,1,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,31.45,0,1,1,1
0,0,2,7,13,1,0,1,0,1,Offline TA/TO,TA/TO,1,0,1,0,0,0,0,Transient,30.0,0,0,1,1
0,4,1,5,30,1,0,1,0,1,Complementary,TA/TO,0,0,0,5,5,0,0,Transient,0.0,0,1,1,0
0,5,5,20,15,1,0,1,0,1,Complementary,TA/TO,1,0,1,4,4,0,0,Transient,0.0,1,2,1,0
0,4,1,5,30,1,0,1,0,1,Complementary,TA/TO,0,0,0,5,5,0,0,Transient,0.0,0,1,1,0
0,97,1,3,16,5,10,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,55.8,0,1,15,0
0,47,1,4,28,2,1,2,1,1,Offline TA/TO,TA/TO,0,0,0,0,2,1,0,Transient,42.5,0,0,3,0
0,4,1,5,29,2,0,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,34.0,0,0,2,0
0,84,1,5,30,1,0,3,0,1,Online TA,TA/TO,0,0,0,7,7,0,0,Transient,94.0,1,2,1,0
0,1,1,5,31,0,1,1,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,0,0,Transient,30.0,0,0,1,1
0,2,1,5,30,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,55.0,1,1,2,0
0,18,1,5,30,1,1,1,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient-Party,53.0,0,1,2,0
0,8,1,4,28,2,2,1,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,68.0,0,0,4,1
0,1,1,5,30,1,1,3,0,1,Online TA,TA/TO,0,0,0,7,7,0,0,Transient,93.0,0,0,2,0
0,6,1,5,30,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,35.11,0,1,2,0
0,11,1,5,30,1,1,1,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,50.0,1,2,2,0
0,1,2,5,1,0,3,1,0,1,Direct,TA/TO,0,0,0,0,3,1,0,Transient,47.67,1,2,3,0
0,4,1,5,31,0,1,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,42.0,0,0,1,0
0,0,1,5,31,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,55.0,0,1,1,0
0,1,1,5,31,0,1,1,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,34.4,0,0,1,1
0,0,1,5,31,0,1,1,0,1,Direct,Direct,0,0,0,0,3,0,0,Transient,35.0,0,0,1,1
0,1,2,7,15,0,1,1,0,1,Corporate,Direct,1,0,1,0,3,1,0,Transient,35.0,0,0,1,1
0,0,3,11,14,0,1,1,0,1,Corporate,Direct,1,0,2,0,8,0,0,Transient,35.0,0,0,1,1
0,30,1,4,27,2,3,2,0,0,Groups,Corporate,0,0,0,0,8,4,14,Transient-Party,0.0,0,1,5,1
0,6,1,5,31,0,1,1,0,1,Direct,Direct,0,0,0,0,3,0,0,Transient,40.0,0,0,1,1
0,0,1,5,31,0,1,1,0,1,Corporate,Corporate,0,0,0,0,3,0,0,Transient,35.0,0,0,1,1
0,6,1,5,31,0,1,1,0,1,Direct,Direct,0,0,0,0,3,0,0,Transient,40.0,0,0,1,0
0,5,1,5,30,1,1,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,48.0,0,1,2,0
0,48,1,4,28,2,2,2,0,1,Online TA,TA/TO,0,0,0,0,0,0,0,Transient,37.8,1,2,4,0
0,0,1,5,30,1,1,2,0,1,Direct,Direct,0,0,0,0,0,0,0,Transient,58.0,1,0,2,0
0,69,1,4,28,2,2,2,0,1,Online TA,TA/TO,0,0,0,3,3,0,0,Transient,52.0,0,1,4,0
0,11,1,5,30,1,1,1,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,60.0,1,1,2,0
0,0,1,5,31,0,1,1,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,34.4,0,0,1,1
0,202,1,4,28,2,2,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,55.8,0,1,4,0
0,27,1,5,30,1,1,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,68.0,0,1,2,0
0,0,1,5,31,0,1,1,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,43.0,0,0,1,1
0,80,1,5,30,1,1,2,0,1,Online TA,TA/TO,0,0,0,3,4,2,0,Transient,69.0,1,0,2,0
0,128,1,4,28,2,2,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,3,0,0,Transient,29.0,0,0,4,0
0,4,1,5,29,2,1,2,0,1,Online TA,TA/TO,0,0,0,2,2,0,0,Transient,57.4,1,0,3,0
0,45,1,5,31,0,1,2,0,1,Online TA,TA/TO,0,0,0,0,3,0,0,Transient,48.0,0,2,1,0
0,19,1,5,31,0,1,1,0,1,Online TA,TA/TO,0,0,0,0,3,1,0,Transient-Party,43.0,0,1,1,0
0,24,1,4,28,2,2,2,0,1,Offline TA/TO,TA/TO,0,0,0,3,3,0,0,Transient,42.0,0,0,4,0
0,36,1,5,29,2,1,2,0,1,Offline TA/TO,TA/TO,0,0,0,0,0,1,0,Transient,35.33,0,0,3,0
0,43,1,4,27,2,3,2,0,0,Online TA,TA/TO,0,0,0,0,8,2,0,Transient-Party,0.0,0,1,5,0
0,27,1,5,30,1,1,2,0,1,Online TA,TA/TO,0,0,0,4,4,0,0,Transient,68.0,0,1,2,1
0,0,2,5,1,0,0,2,0,1,Online TA,TA/TO,1,0,0,0,3,0,0,Transient,0.0,0,1,0,1
